customer_id,customer_type,customer_name,company_name,pan_number,cin_number,date_of_birth,registration_status,pep_status,transaction_id,transaction_amount,transaction_date,sender_country,receiver_country,transaction_type,transaction_purpose,transaction_frequency,monthly_avg_amount,aml_risk,true_label
CUST10882,Business,,"Leonard, Brown and Carr",,CIN862206,,Inactive,No,TXN20882,285037,18-05-2025,United States,Pakistan,SWIFT,Vendor Payment,Occasional,1210003,Medium,Medium
CUST10883,Business,,Carter-Allen,,CIN977184,,Inactive,No,TXN20883,387713,05-02-2025,Venezuela,Switzerland,UPI,Salary Disbursement,Occasional,753884,Low,High
CUST10884,Individual,Walter Howell,,Lwwds8189r,,01-09-1974,,Yes,TXN20884,415974,27-11-2025,India,Singapore,NEFT,Family Support,Regular,236569,Medium,High
CUST10885,Individual,Michael Flores,,LmCqq6283A,,03-06-1990,,No,TXN20885,224669,29-05-2025,India,Singapore,SWIFT,Travel Expense,Regular,85311,Low,Medium
CUST10886,Individual,Michael Guzman,,keLHZ4779c,,13-02-1965,,No,TXN20886,265922,01-02-2025,Yemen,Austria,NEFT,Medical,Regular,188494,Low,Medium
CUST10887,Business,,"Campbell, Black and Rodriguez",,CIN144942,,Active,No,TXN20887,64787,20-03-2025,Singapore,Belgium,RTGS,Salary Disbursement,Regular,1284787,Low,Low
CUST10888,Individual,Erin Dixon,,mjgrn5242K,,23-01-1962,,No,TXN20888,158266,17-08-2025,Australia,Australia,NEFT,Travel Expense,Regular,180081,Low,Medium
CUST10889,Business,,"Williams, Collins and Stephens",,CIN700452,,Inactive,No,TXN20889,222005,19-04-2025,Singapore,Netherlands,UPI,Export Settlement,Occasional,568472,Medium,Medium
CUST10890,Business,,Rogers Inc,,CIN539543,,Inactive,No,TXN20890,474467,19-07-2025,United States,Zimbabwe,RTGS,Import Payment,Occasional,903252,High,High
CUST10891,Individual,Robert Klein,,PJoej4582Z,,02-02-2004,,No,TXN20891,239740,31-10-2025,India,Australia,UPI,Education,Irregular,295694,Medium,Medium
CUST10892,Individual,Terry Hawkins,,dmrub8703B,,08-05-1982,,No,TXN20892,126161,14-07-2025,Yemen,Australia,NEFT,Education,Irregular,92121,Medium,Medium
CUST10893,Individual,Kristin Miller,,XguMz5385q,,21-02-1983,,No,TXN20893,358739,08-01-2026,Iran,Myanmar,SWIFT,Family Support,Irregular,64180,High,High
CUST10894,Individual,Shelley Bell,,SSHUx7125V,,30-08-1989,,No,TXN20894,189039,08-12-2025,Australia,Italy,RTGS,Medical,Irregular,150833,Medium,Medium
CUST10895,Individual,Hannah Nelson,,yHEXl8674h,,15-06-1973,,No,TXN20895,1308322,08-08-2025,Singapore,Sweden,NEFT,Rent Payment,Irregular,221465,High,High
CUST10896,Individual,Lucas Smith,,Lxjuu6487Z,,17-01-1998,,No,TXN20896,83527,27-05-2025,Nigeria,Japan,RTGS,Family Support,Irregular,104223,Low,Low
CUST10897,Individual,Jeanette Barber,,WVcdk0861I,,07-11-1963,,No,TXN20897,293581,06-03-2025,United States,Indonesia,RTGS,Education,Regular,136439,Low,Medium
CUST10898,Individual,Christina Gardner,,PZivA7548L,,22-03-1969,,No,TXN20898,135188,11-12-2025,Turkey,Australia,SWIFT,Rent Payment,Regular,63757,Low,Medium
CUST10899,Business,,Rodriguez Ltd,,CIN375133,,Active,Yes,TXN20899,201693,02-10-2025,Australia,Netherlands,NEFT,Tax Payment,Regular,655271,Low,Medium
CUST10900,Individual,Robert Hernandez,,hKPMe8724N,,21-06-1990,,No,TXN20900,2113658,13-04-2025,United Kingdom,Spain,NEFT,Rent Payment,Regular,78928,High,High
CUST10901,Business,,Cardenas LLC,,CIN924774,,Inactive,No,TXN20901,312153,05-11-2025,Australia,Norway,RTGS,Export Settlement,Regular,1202868,Low,High
CUST10902,Individual,Robert White DVM,,JxJOo0539Q,,17-10-1964,,No,TXN20902,1405855,01-08-2025,Pakistan,Australia,NEFT,Family Support,Regular,66583,High,High
CUST10903,Individual,Sarah Becker,,gfZPZ8079j,,02-06-1977,,No,TXN20903,316442,24-09-2025,Pakistan,Qatar,RTGS,Personal Transfer,Irregular,244819,Medium,High
CUST10904,Individual,Megan Riley,,uBhPf3293D,,29-06-1963,,No,TXN20904,327223,30-11-2025,United Arab Emirates,Switzerland,UPI,Education,Regular,95669,Medium,High
CUST10905,Individual,Jill Chavez,,kYoDy6956s,,19-05-1971,,No,TXN20905,1456304,05-01-2026,Singapore,Afghanistan,NEFT,Family Support,Regular,55746,High,High
CUST10906,Business,,"Sexton, Jones and Hayes",,CIN162613,,Active,No,TXN20906,350189,09-07-2025,Singapore,Austria,RTGS,Invoice Settlement,Occasional,1322655,Medium,High
CUST10907,Individual,Mrs. Caitlyn Jenkins,,MBoSx8252C,,24-01-1959,,No,TXN20907,443793,15-03-2025,Syria,Netherlands,UPI,Personal Transfer,Irregular,220260,Medium,High
CUST10908,Individual,Stacy Mcgrath,,aBPHl7869y,,24-01-2007,,No,TXN20908,45548,10-09-2025,United States,Denmark,UPI,Medical,Irregular,121667,Low,Low
CUST10909,Individual,Kristen Taylor,,qgmhQ9492x,,02-05-1987,,No,TXN20909,279530,28-02-2025,Iraq,Belgium,UPI,Family Support,Irregular,31797,Low,Medium
CUST10910,Business,,"Scott, Rice and Gray",,CIN799525,,Inactive,No,TXN20910,11873,01-02-2025,Singapore,Sudan,SWIFT,Tax Payment,Regular,1291583,Low,Low
CUST10911,Individual,Andrea Stevens,,upiui3336y,,13-06-1965,,No,TXN20911,32184,16-04-2025,Yemen,UK,RTGS,Education,Irregular,227693,High,Low
CUST10912,Individual,Joseph Turner,,MnLvw9153l,,01-04-1991,,No,TXN20912,56638,09-02-2025,Canada,UK,RTGS,Medical,Irregular,203456,Medium,Low
CUST10913,Individual,Matthew Hernandez,,PHNNe3573I,,24-10-1959,,No,TXN20913,268125,25-11-2025,Nigeria,Singapore,SWIFT,Family Support,Regular,170406,Low,Medium
CUST10914,Individual,Sara Reed,,tWJrF3921A,,04-11-1970,,No,TXN20914,2193586,07-01-2026,Syria,Australia,NEFT,Medical,Irregular,253645,Low,High
CUST10915,Business,,"Fisher, Moore and Blanchard",,CIN464774,,Inactive,No,TXN20915,272781,22-03-2025,India,Kuwait,NEFT,Import Payment,Regular,1477094,Medium,Medium
CUST10916,Individual,Christopher Walsh,,hhIah2600B,,27-03-1957,,No,TXN20916,384716,11-10-2025,United States,USA,RTGS,Personal Transfer,Regular,260707,Medium,High
CUST10917,Individual,Zachary Green,,SyfiI2909L,,09-10-1988,,No,TXN20917,154976,25-07-2025,Yemen,Norway,UPI,Personal Transfer,Regular,281474,Medium,Medium
CUST10918,Individual,Shannon Jacobson,,iBMun0558D,,28-10-1995,,No,TXN20918,188755,31-12-2025,India,Kuwait,NEFT,Family Support,Regular,283866,Medium,Medium
CUST10919,Business,,"Bowers, Mcintyre and Reed",,CIN664477,,Active,No,TXN20919,287367,26-05-2025,Yemen,Indonesia,RTGS,Tax Payment,Regular,646189,Medium,Medium
CUST10920,Business,,"Sullivan, Jenkins and Kane",,CIN240463,,Inactive,Yes,TXN20920,2484942,15-11-2025,Pakistan,Congo,RTGS,Invoice Settlement,Occasional,1417466,High,High
CUST10921,Individual,Mr. James Gonzales,,mzxVU8051c,,21-02-1980,,No,TXN20921,52576,09-09-2025,Nigeria,Sweden,NEFT,Rent Payment,Irregular,118585,Medium,Low
CUST10922,Business,,Bell PLC,,CIN914033,,Active,No,TXN20922,55561,19-04-2025,United Arab Emirates,Philippines,SWIFT,Invoice Settlement,Regular,846622,Low,Low
CUST10923,Individual,Danielle Patrick,,AAAwF8695J,,19-08-1994,,No,TXN20923,451783,16-01-2026,United Kingdom,Switzerland,UPI,Family Support,Irregular,100330,High,High
CUST10924,Individual,Alicia Hardin,,HlLxC4984o,,10-07-2004,,No,TXN20924,161960,26-12-2025,India,Brazil,SWIFT,Family Support,Regular,23573,Medium,Medium
CUST10925,Business,,Hammond LLC,,CIN645681,,Active,No,TXN20925,29587,23-09-2025,Canada,Germany,NEFT,Vendor Payment,Occasional,1209360,Low,Low
CUST10926,Individual,Annette Hines,,zGOqI4345i,,17-07-2007,,No,TXN20926,118374,06-06-2025,Singapore,Chile,RTGS,Education,Irregular,114882,Medium,Medium
CUST10927,Individual,Tiffany Jones DVM,,QceWo7756o,,01-11-2000,,Yes,TXN20927,215582,05-11-2025,United States,Denmark,NEFT,Education,Irregular,53526,Medium,Medium
CUST10928,Individual,Joshua Ortiz DVM,,ZMbSC9458K,,23-03-1955,,No,TXN20928,62807,29-03-2025,United States,Austria,NEFT,Personal Transfer,Irregular,37430,Medium,Low
CUST10929,Individual,Thomas Wood,,nnTYq9679U,,13-02-2003,,No,TXN20929,2029613,29-10-2025,United Arab Emirates,Brazil,UPI,Travel Expense,Irregular,199027,High,High
CUST10930,Individual,Mrs. Patty Taylor,,SBvoB1185c,,28-11-1958,,No,TXN20930,61241,03-12-2025,Singapore,India,SWIFT,Travel Expense,Irregular,121656,Medium,Low
CUST10931,Individual,Derek Simmons,,VLEFn9788n,,25-06-1974,,No,TXN20931,497945,31-12-2025,Germany,Brazil,NEFT,Rent Payment,Irregular,27888,Medium,High
CUST10932,Business,,Stevens-Hopkins,,CIN916151,,Inactive,No,TXN20932,264372,16-07-2025,Australia,Switzerland,NEFT,Invoice Settlement,Occasional,1310163,Low,Medium
CUST10933,Business,,Hansen Ltd,,CIN875486,,Active,No,TXN20933,307098,09-02-2025,United States,Norway,UPI,Salary Disbursement,Regular,621154,High,High
CUST10934,Business,,"Moore, Ellis and Skinner",,CIN962720,,Inactive,No,TXN20934,475261,08-11-2025,Venezuela,Germany,RTGS,Export Settlement,Regular,1373595,Medium,High
CUST10935,Individual,Tyrone Scott,,eZPuc2465Q,,05-03-1976,,No,TXN20935,177127,05-07-2025,Canada,Austria,RTGS,Personal Transfer,Irregular,165593,Medium,Medium
CUST10936,Business,,"Armstrong, Rogers and Fuentes",,CIN995370,,Inactive,No,TXN20936,2260147,17-08-2025,Iraq,Zimbabwe,SWIFT,Import Payment,Occasional,852560,Medium,High
CUST10937,Individual,Amy Clark,,VeXdX1152K,,26-01-1977,,No,TXN20937,282485,07-09-2025,Singapore,India,UPI,Travel Expense,Irregular,45376,Medium,Medium
CUST10938,Business,,Bird Ltd,,CIN359615,,Inactive,No,TXN20938,119910,05-10-2025,United States,Belgium,UPI,Invoice Settlement,Occasional,1093233,Medium,Medium
CUST10939,Individual,Johnny Hernandez,,xutqd0621F,,10-12-1967,,No,TXN20939,216538,08-07-2025,Nigeria,Syria,SWIFT,Personal Transfer,Irregular,241416,Medium,High
CUST10940,Individual,Debra Herrera,,bkQGY8967B,,20-01-2001,,No,TXN20940,332328,25-04-2025,Iraq,Italy,RTGS,Personal Transfer,Regular,281446,High,High
CUST10941,Individual,Melvin Johns,,XjcCL9946L,,06-11-1975,,No,TXN20941,444325,03-09-2025,Iraq,Qatar,RTGS,Travel Expense,Irregular,24871,High,High
CUST10942,Business,,Murillo and Sons,,CIN654553,,Active,No,TXN20942,458370,03-12-2025,Turkey,Haiti,NEFT,Import Payment,Regular,1371359,High,High
CUST10943,Business,,"Chase, Collier and Moran",,CIN259825,,Active,No,TXN20943,234539,08-02-2025,Iran,India,RTGS,Export Settlement,Occasional,735086,Medium,Medium
CUST10944,Business,,Williams-Kaiser,,CIN294064,,Active,No,TXN20944,286336,30-09-2025,United Kingdom,Netherlands,SWIFT,Vendor Payment,Occasional,674123,Medium,Medium
CUST10945,Individual,Carol Bridges,,lCLAL1137C,,28-07-1974,,No,TXN20945,2002795,10-09-2025,Canada,Somalia,RTGS,Education,Regular,28911,High,High
CUST10946,Business,,"Cantu, Reed and Williams",,CIN776589,,Inactive,No,TXN20946,413181,02-01-2026,United States,India,RTGS,Salary Disbursement,Regular,980808,Medium,High
CUST10947,Individual,Jose Brown,,nweXX0967a,,07-03-1993,,No,TXN20947,70853,05-10-2025,India,France,NEFT,Rent Payment,Irregular,174425,Low,Low
CUST10948,Business,,Lewis-Scott,,CIN807999,,Active,No,TXN20948,81705,13-07-2025,Iraq,UK,UPI,Salary Disbursement,Regular,792642,Low,Low
CUST10949,Individual,Jennifer Zavala,,Zmzay8909m,,27-09-1972,,No,TXN20949,58951,24-03-2025,Yemen,Italy,UPI,Travel Expense,Irregular,39257,Medium,Low
CUST10950,Individual,Stephanie Howell,,xVWDq4482N,,30-10-1982,,No,TXN20950,284991,13-03-2025,United Kingdom,Pakistan,NEFT,Rent Payment,Irregular,241039,Medium,Medium
CUST10951,Individual,Alicia Cox,,MJyJQ8119m,,13-09-1964,,No,TXN20951,267682,06-04-2025,United Kingdom,USA,RTGS,Family Support,Regular,223430,Low,Medium
CUST10952,Business,,"Gonzalez, Mcknight and Salazar",,CIN106509,,Active,No,TXN20952,59891,20-03-2025,Iran,USA,UPI,Salary Disbursement,Occasional,1189525,Low,Low
CUST10953,Individual,Crystal Smith,,WViya0210x,,18-01-1982,,Yes,TXN20953,284783,10-09-2025,Australia,Nigeria,UPI,Travel Expense,Irregular,211708,High,High
CUST10954,Individual,James Torres,,vQrLT6760V,,11-12-1995,,No,TXN20954,270881,13-09-2025,Germany,Japan,NEFT,Education,Irregular,200755,Medium,Medium
CUST10955,Individual,Jacob Lee,,MzPef8810b,,01-10-1966,,No,TXN20955,350568,07-04-2025,Iraq,UK,UPI,Family Support,Regular,235323,Medium,High
CUST10956,Individual,Brandon Gill,,SLduL5855t,,14-03-1992,,No,TXN20956,322230,02-11-2025,Myanmar,Italy,NEFT,Personal Transfer,Irregular,293904,Medium,High
CUST10957,Business,,"Price, Anderson and Hughes",,CIN786045,,Inactive,No,TXN20957,420774,03-05-2025,Turkey,Canada,SWIFT,Invoice Settlement,Occasional,1215086,Medium,High
CUST10958,Business,,Hunter Inc,,CIN635635,,Active,No,TXN20958,446179,25-06-2025,Syria,Saudi Arabia,NEFT,Vendor Payment,Occasional,614010,High,High
CUST10959,Business,,"Estes, Macdonald and Harris",,CIN913679,,Active,No,TXN20959,73390,18-08-2025,India,Singapore,SWIFT,Export Settlement,Regular,593066,Low,Low
CUST10960,Individual,Nancy Brown,,yZrqL1165p,,24-08-1969,,No,TXN20960,264071,19-11-2025,Iraq,Italy,RTGS,Medical,Regular,233969,Medium,Medium
CUST10961,Business,,Lee-Crawford,,CIN256018,,Active,No,TXN20961,422864,12-01-2026,Germany,Argentina,RTGS,Salary Disbursement,Occasional,1396049,High,High
CUST10962,Business,,Fowler-Mccullough,,CIN783222,,Inactive,No,TXN20962,308316,15-10-2025,Venezuela,Netherlands,RTGS,Vendor Payment,Occasional,1039713,Medium,High
CUST10963,Business,,Davis-Stanton,,CIN114888,,Inactive,No,TXN20963,1399032,31-10-2025,Singapore,Germany,UPI,Invoice Settlement,Occasional,652317,High,High
CUST10964,Business,,Garcia and Sons,,CIN716238,,Active,No,TXN20964,264766,03-04-2025,United States,Switzerland,SWIFT,Export Settlement,Occasional,774772,Medium,Medium
CUST10965,Individual,David Hodge,,kJIlb8957l,,06-09-1957,,No,TXN20965,224521,06-12-2025,Canada,Italy,UPI,Personal Transfer,Irregular,36768,Medium,Medium
CUST10966,Individual,Kyle Daugherty,,WFxhr3315h,,07-10-1975,,No,TXN20966,80015,21-10-2025,India,Netherlands,RTGS,Family Support,Irregular,117306,Low,Low
CUST10967,Individual,Vernon Thompson,,tGAlW5833c,,13-03-1974,,No,TXN20967,356459,22-11-2025,Iraq,Nigeria,UPI,Travel Expense,Regular,27722,High,High
CUST10968,Business,,Smith-Williams,,CIN302492,,Active,No,TXN20968,454688,21-07-2025,Singapore,Denmark,RTGS,Salary Disbursement,Regular,664480,Medium,High
CUST10969,Individual,Carly Perry,,NTijx8287O,,02-03-1969,,No,TXN20969,366617,11-08-2025,Australia,Switzerland,UPI,Education,Regular,235581,High,High
CUST10970,Business,,Donovan LLC,,CIN712308,,Inactive,No,TXN20970,472326,29-07-2025,Germany,Venezuela,SWIFT,Salary Disbursement,Regular,777409,Medium,High
CUST10971,Business,,"Martin, Rodriguez and Anderson",,CIN105139,,Active,No,TXN20971,374586,22-03-2025,Germany,France,UPI,Salary Disbursement,Regular,1171496,High,High
CUST10972,Individual,Kenneth Hawkins,,OkoZD2530l,,10-01-1970,,No,TXN20972,432906,07-05-2025,Canada,Netherlands,RTGS,Medical,Irregular,288295,High,High
CUST10973,Individual,Heather Hood,,MoMhg2987E,,22-04-1989,,Yes,TXN20973,1301917,06-12-2025,United Kingdom,Canada,SWIFT,Family Support,Irregular,252481,Medium,High
CUST10974,Individual,Sean Rodriguez,,eiTMm7998E,,14-04-1968,,No,TXN20974,188108,30-08-2025,United States,Kuwait,SWIFT,Travel Expense,Irregular,203525,Medium,Medium
CUST10975,Individual,Robert Sanchez,,IJbkH0621i,,12-08-1995,,No,TXN20975,375675,01-04-2025,Myanmar,Italy,NEFT,Family Support,Regular,195862,Low,High
CUST10976,Individual,Desiree Lucas,,QWPGc3413B,,31-07-1999,,No,TXN20976,161574,03-11-2025,United States,Norway,NEFT,Education,Regular,20012,Medium,Medium
CUST10977,Individual,Alicia Stewart,,kKNDV2799w,,19-06-1986,,No,TXN20977,224492,30-11-2025,Iraq,India,RTGS,Education,Regular,175539,Medium,Medium
CUST10978,Business,,Gonzalez Ltd,,CIN206193,,Active,Yes,TXN20978,348672,15-05-2025,India,Egypt,UPI,Import Payment,Occasional,1317630,Low,High
CUST10979,Business,,Dalton-Hill,,CIN832127,,Active,No,TXN20979,115941,05-01-2026,United Kingdom,Haiti,NEFT,Invoice Settlement,Regular,1052603,Medium,Medium
CUST10980,Business,,Hill-Lee,,CIN608020,,Inactive,No,TXN20980,157015,09-07-2025,United States,Belgium,SWIFT,Invoice Settlement,Occasional,660020,Medium,Medium
CUST10981,Business,,"Miller, Hart and Scott",,CIN799032,,Active,No,TXN20981,340963,02-04-2025,Myanmar,Canada,SWIFT,Salary Disbursement,Occasional,567303,High,High
CUST10982,Individual,Jason Jackson,,ICvFq0260v,,11-08-1968,,Yes,TXN20982,51714,10-12-2025,Yemen,Italy,NEFT,Travel Expense,Regular,70654,Low,Low
CUST10983,Business,,Johnson-Dickerson,,CIN641479,,Active,No,TXN20983,94032,07-03-2025,India,France,UPI,Import Payment,Regular,648638,Low,Low
CUST10984,Business,,Swanson Ltd,,CIN134794,,Active,No,TXN20984,226474,01-07-2025,Germany,Netherlands,UPI,Vendor Payment,Regular,1001820,Medium,Medium
CUST10985,Individual,Victoria Harris,,TJLtm2900A,,18-06-1981,,No,TXN20985,56137,23-04-2025,Iraq,Sweden,SWIFT,Travel Expense,Regular,195086,Low,Low
CUST10986,Individual,Zachary Cox,,scdrq7138e,,19-07-1955,,No,TXN20986,374705,17-02-2025,Myanmar,Italy,SWIFT,Travel Expense,Irregular,158113,High,High
CUST10987,Individual,Michael Lambert III,,vMtvs4996J,,29-08-2005,,No,TXN20987,177546,15-09-2025,Canada,Philippines,NEFT,Rent Payment,Irregular,144688,High,Medium
CUST10988,Individual,Aaron Rodriguez,,xWgLl0214D,,23-11-1959,,No,TXN20988,11735,10-01-2026,Venezuela,Netherlands,RTGS,Medical,Irregular,258137,Low,Low
CUST10989,Individual,Benjamin Calhoun,,AlemQ3481u,,20-12-2002,,No,TXN20989,245254,25-03-2025,Venezuela,Vietnam,SWIFT,Education,Regular,256446,High,Medium
CUST10990,Individual,Patricia Richards,,rsGsj7741q,,14-08-2000,,No,TXN20990,299975,03-08-2025,United Kingdom,Spain,UPI,Personal Transfer,Irregular,107776,High,Medium
CUST10991,Individual,Edgar Wilson,,Kkcxf3285x,,15-08-1971,,No,TXN20991,433827,07-04-2025,Nigeria,Denmark,SWIFT,Personal Transfer,Irregular,292012,High,High
CUST10992,Individual,Courtney Mcguire,,qnUEI8933j,,19-09-1958,,No,TXN20992,6556,24-11-2025,Venezuela,South Korea,SWIFT,Education,Irregular,277148,Low,Low
CUST10993,Business,,"Young, Lopez and Flynn",,CIN414470,,Inactive,No,TXN20993,413761,16-11-2025,Canada,France,RTGS,Tax Payment,Regular,1342008,High,High
CUST10994,Individual,Dorothy Pineda,,iPYZF4072E,,28-06-1989,,No,TXN20994,70033,28-10-2025,United Kingdom,Denmark,UPI,Rent Payment,Regular,36936,Low,Low
CUST10995,Individual,Michael Rice MD,,NKNef0054S,,01-05-1971,,Yes,TXN20995,171929,27-12-2025,Australia,Austria,SWIFT,Education,Regular,201075,Medium,Medium
CUST10996,Individual,Steven Hurst,,cslbG8998j,,15-01-1985,,No,TXN20996,1786020,18-07-2025,Singapore,Belgium,NEFT,Travel Expense,Irregular,93233,High,High
CUST10997,Individual,Shawn Martin,,yHSFg8673n,,24-06-1982,,No,TXN20997,337956,19-08-2025,Iran,Canada,NEFT,Personal Transfer,Regular,243338,High,High
CUST10998,Individual,Glenda Glass,,FbXpx3678A,,23-07-1995,,No,TXN20998,180020,14-12-2025,United Arab Emirates,USA,UPI,Rent Payment,Regular,196587,Low,Medium
CUST10999,Business,,"Thomas, Munoz and Liu",,CIN207424,,Inactive,No,TXN20999,101407,05-06-2025,United Arab Emirates,Spain,UPI,Tax Payment,Occasional,873990,Medium,Medium
CUST11000,Individual,Zachary Goodman,,OQozh9959Q,,25-10-2004,,Yes,TXN21000,294104,06-02-2025,United Kingdom,Morocco,UPI,Family Support,Irregular,206425,High,Medium
CUST11001,Individual,Elizabeth Best,,axjWO3834K,,22-03-1973,,No,TXN21001,58072,17-06-2025,United States,South Sudan,UPI,Family Support,Regular,275701,Medium,Low
CUST11002,Individual,Walter Espinoza,,iLFsr2203r,,06-10-1972,,Yes,TXN21002,1713674,22-05-2025,Iran,Afghanistan,SWIFT,Travel Expense,Regular,99965,High,High
CUST11003,Individual,James Henderson,,MwcTv0403E,,18-10-1963,,No,TXN21003,324960,30-05-2025,United Arab Emirates,Iraq,UPI,Rent Payment,Regular,231512,High,High
CUST11004,Business,,Clements-Adams,,CIN198456,,Active,No,TXN21004,254106,07-04-2025,United Kingdom,Germany,NEFT,Salary Disbursement,Occasional,1269710,Low,Medium
CUST11005,Individual,Stephanie Gregory,,ciZvX5059C,,21-11-1983,,No,TXN21005,454176,28-08-2025,United Kingdom,Saudi Arabia,UPI,Medical,Regular,80875,High,High
CUST11006,Business,,"Peterson, Cummings and Webb",,CIN385580,,Inactive,No,TXN21006,479760,17-05-2025,Canada,Netherlands,SWIFT,Import Payment,Occasional,1376773,High,High
CUST11007,Business,,Long Group,,CIN616614,,Inactive,No,TXN21007,418434,25-05-2025,United Arab Emirates,UK,UPI,Tax Payment,Occasional,1447182,High,High
CUST11008,Individual,Eric Bright,,WEgAl1564O,,31-07-1956,,No,TXN21008,175741,07-12-2025,Germany,Singapore,NEFT,Travel Expense,Regular,265123,Medium,Medium
CUST11009,Business,,Young PLC,,CIN754130,,Active,No,TXN21009,1164342,27-12-2025,Canada,Turkey,RTGS,Import Payment,Occasional,878048,High,High
CUST11010,Individual,Mark Lang Jr.,,LBDhi6209d,,27-08-1982,,No,TXN21010,69695,06-03-2025,United Kingdom,Australia,RTGS,Education,Irregular,84151,Medium,Low
CUST11011,Individual,Kevin Joseph,,ulBtF4902d,,25-08-1989,,No,TXN21011,251652,26-06-2025,Pakistan,Germany,SWIFT,Education,Irregular,199292,Medium,Medium
CUST11012,Individual,Kelsey Reyes,,HFPxs3599X,,23-01-1975,,No,TXN21012,109656,09-11-2025,Venezuela,France,NEFT,Education,Regular,47184,Low,Medium
CUST11013,Individual,Brian Conley,,SZdwH2448Q,,10-05-1997,,No,TXN21013,162071,22-09-2025,Canada,Italy,SWIFT,Rent Payment,Irregular,254564,Medium,Medium
CUST11014,Business,,Marshall Ltd,,CIN155278,,Active,No,TXN21014,347602,13-10-2025,Iran,Colombia,SWIFT,Salary Disbursement,Occasional,943376,Medium,High
CUST11015,Individual,Holly Allen MD,,UiOgc9136X,,03-04-1976,,No,TXN21015,490134,30-09-2025,Germany,South Korea,UPI,Family Support,Regular,40578,High,High
CUST11016,Business,,Wilkins-Lawrence,,CIN533721,,Active,No,TXN21016,298274,14-06-2025,Canada,Thailand,UPI,Import Payment,Occasional,726514,Medium,Medium
CUST11017,Business,,"Goodman, Kelly and Farley",,CIN597790,,Active,No,TXN21017,483301,20-02-2025,Australia,Austria,RTGS,Import Payment,Regular,513407,High,High
CUST11018,Individual,Sandra Banks,,YXJkD3929f,,29-05-1988,,No,TXN21018,144329,01-05-2025,Australia,South Africa,UPI,Medical,Irregular,67618,Medium,Medium
CUST11019,Individual,Julia Rios,,CZDCV8540q,,17-01-1983,,No,TXN21019,474173,17-09-2025,Canada,USA,SWIFT,Rent Payment,Irregular,94726,Medium,High
CUST11020,Individual,Jill Rosales,,Vcqqz1195D,,28-10-1996,,No,TXN21020,136420,21-07-2025,Nigeria,Iraq,NEFT,Medical,Regular,86076,High,Medium
CUST11021,Individual,Mark King,,stVtv4072J,,09-07-1998,,No,TXN21021,359527,23-01-2026,Myanmar,Sweden,NEFT,Family Support,Irregular,154031,High,High
CUST11022,Individual,Ryan Klein,,jYsFK5808V,,26-07-1990,,No,TXN21022,373207,29-06-2025,India,Vietnam,SWIFT,Education,Regular,154944,High,High
CUST11023,Individual,Lisa Garcia,,qdQfg2517j,,15-03-2003,,No,TXN21023,304567,16-01-2026,Nigeria,Canada,SWIFT,Personal Transfer,Regular,127570,Medium,High
CUST11024,Individual,Robert Burton,,ERCQL1914q,,20-12-1971,,No,TXN21024,249640,07-04-2025,Iraq,South Africa,SWIFT,Medical,Regular,24331,Medium,Medium
CUST11025,Individual,Rebecca Jordan,,zIFZY8677A,,23-11-1986,,No,TXN21025,183425,29-06-2025,Iran,India,SWIFT,Medical,Regular,145537,Medium,Medium
CUST11026,Individual,Sara Smith,,EexjB1390G,,16-11-1991,,No,TXN21026,98394,18-02-2025,Venezuela,Italy,UPI,Rent Payment,Irregular,190060,Low,Low
CUST11027,Business,,"Stone, Banks and Steele",,CIN793817,,Active,No,TXN21027,423230,03-02-2025,United Kingdom,Italy,UPI,Vendor Payment,Regular,560312,High,High
CUST11028,Business,,"Johnson, Ortiz and Fletcher",,CIN558413,,Inactive,No,TXN21028,1502162,03-03-2025,Syria,Brazil,NEFT,Vendor Payment,Regular,643753,High,High
CUST11029,Business,,Brown-Smith,,CIN381289,,Inactive,No,TXN21029,440126,06-08-2025,Nigeria,Brazil,UPI,Salary Disbursement,Occasional,1184176,High,High
CUST11030,Individual,Albert Hicks,,vNLqk0771s,,12-06-2002,,No,TXN21030,276474,20-02-2025,Venezuela,Haiti,UPI,Education,Regular,40598,High,Medium
CUST11031,Business,,Sanders-Tanner,,CIN121345,,Active,No,TXN21031,236627,28-08-2025,India,Mexico,SWIFT,Salary Disbursement,Regular,1124408,Medium,Medium
CUST11032,Individual,Mr. Daniel Velazquez,,mIbNG8262v,,11-03-2007,,No,TXN21032,18973,07-09-2025,Australia,India,UPI,Personal Transfer,Regular,139159,Low,Low
CUST11033,Business,,Wilkins Inc,,CIN806720,,Active,No,TXN21033,201504,19-04-2025,United Kingdom,Japan,RTGS,Export Settlement,Occasional,563681,Low,Medium
CUST11034,Individual,Katherine Stewart,,HKkLm3549z,,20-12-1962,,No,TXN21034,7244,12-05-2025,United States,Japan,NEFT,Personal Transfer,Regular,112642,Low,Low
CUST11035,Business,,"Bauer, Mcdonald and Garcia",,CIN594563,,Active,No,TXN21035,161117,12-08-2025,Yemen,New Zealand,SWIFT,Invoice Settlement,Regular,911727,Low,Medium
CUST11036,Individual,Patricia Sims,,WhARO9714T,,05-12-1991,,No,TXN21036,32465,29-10-2025,Pakistan,South Korea,UPI,Family Support,Irregular,78990,High,Low
CUST11037,Business,,Baker LLC,,CIN334175,,Active,No,TXN21037,2280679,06-01-2026,Singapore,France,UPI,Salary Disbursement,Occasional,730772,Medium,High
